product_id,product_name,date,inventory_level,category,price,restock
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-03,157,men's clothing,109.95,1
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-04,155,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-05,152,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-06,148,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-07,147,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-08,143,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-09,141,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-10,190,men's clothing,109.95,1
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-11,186,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-12,186,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-13,185,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-14,181,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-15,177,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-16,175,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-17,262,men's clothing,109.95,1
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-18,261,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-19,259,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-20,255,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-21,254,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-22,250,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-23,246,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-24,315,men's clothing,109.95,1
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-25,315,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-26,314,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-27,314,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-28,313,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-29,313,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-30,309,men's clothing,109.95,0
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-07-31,360,men's clothing,109.95,1
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",2025-08-01,357,men's clothing,109.95,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-03,136,men's clothing,22.3,1
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-04,131,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-05,124,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-06,123,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-07,120,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-08,110,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-09,109,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-10,168,men's clothing,22.3,1
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-11,162,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-12,162,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-13,153,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-14,148,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-15,148,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-16,145,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-17,204,men's clothing,22.3,1
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-18,202,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-19,194,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-20,191,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-21,183,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-22,179,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-23,177,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-24,257,men's clothing,22.3,1
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-25,254,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-26,252,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-27,250,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-28,243,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-29,238,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-30,228,men's clothing,22.3,0
2,Mens Casual Premium Slim Fit T-Shirts ,2025-07-31,274,men's clothing,22.3,1
2,Mens Casual Premium Slim Fit T-Shirts ,2025-08-01,270,men's clothing,22.3,0
3,Mens Cotton Jacket,2025-07-03,240,men's clothing,55.99,1
3,Mens Cotton Jacket,2025-07-04,237,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-05,235,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-06,235,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-07,233,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-08,231,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-09,231,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-10,322,men's clothing,55.99,1
3,Mens Cotton Jacket,2025-07-11,322,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-12,318,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-13,317,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-14,316,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-15,314,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-16,311,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-17,388,men's clothing,55.99,1
3,Mens Cotton Jacket,2025-07-18,384,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-19,384,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-20,384,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-21,380,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-22,377,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-23,376,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-24,420,men's clothing,55.99,1
3,Mens Cotton Jacket,2025-07-25,416,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-26,414,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-27,410,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-28,408,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-29,404,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-30,404,men's clothing,55.99,0
3,Mens Cotton Jacket,2025-07-31,464,men's clothing,55.99,1
3,Mens Cotton Jacket,2025-08-01,461,men's clothing,55.99,0
4,Mens Casual Slim Fit,2025-07-03,228,men's clothing,15.99,1
4,Mens Casual Slim Fit,2025-07-04,227,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-05,226,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-06,225,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-07,224,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-08,223,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-09,223,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-10,295,men's clothing,15.99,1
4,Mens Casual Slim Fit,2025-07-11,295,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-12,294,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-13,294,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-14,293,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-15,292,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-16,292,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-17,379,men's clothing,15.99,1
4,Mens Casual Slim Fit,2025-07-18,378,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-19,378,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-20,378,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-21,377,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-22,376,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-23,375,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-24,419,men's clothing,15.99,1
4,Mens Casual Slim Fit,2025-07-25,418,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-26,417,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-27,416,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-28,416,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-29,416,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-30,416,men's clothing,15.99,0
4,Mens Casual Slim Fit,2025-07-31,495,men's clothing,15.99,1
4,Mens Casual Slim Fit,2025-08-01,494,men's clothing,15.99,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-03,218,jewelery,695.0,1
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-04,217,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-05,212,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-06,208,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-07,201,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-08,197,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-09,190,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-10,262,jewelery,695.0,1
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-11,260,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-12,252,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-13,246,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-14,239,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-15,237,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-16,236,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-17,305,jewelery,695.0,1
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-18,299,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-19,294,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-20,290,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-21,289,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-22,285,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-23,284,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-24,381,jewelery,695.0,1
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-25,380,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-26,380,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-27,380,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-28,374,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-29,374,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-30,369,jewelery,695.0,0
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-07-31,440,jewelery,695.0,1
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,2025-08-01,433,jewelery,695.0,0
6,Solid Gold Petite Micropave ,2025-07-03,93,jewelery,168.0,1
6,Solid Gold Petite Micropave ,2025-07-04,89,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-05,89,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-06,87,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-07,77,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-08,70,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-09,65,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-10,120,jewelery,168.0,1
6,Solid Gold Petite Micropave ,2025-07-11,111,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-12,110,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-13,102,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-14,101,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-15,94,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-16,88,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-17,181,jewelery,168.0,1
6,Solid Gold Petite Micropave ,2025-07-18,176,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-19,171,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-20,170,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-21,161,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-22,161,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-23,155,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-24,190,jewelery,168.0,1
6,Solid Gold Petite Micropave ,2025-07-25,185,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-26,182,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-27,180,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-28,173,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-29,167,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-30,166,jewelery,168.0,0
6,Solid Gold Petite Micropave ,2025-07-31,190,jewelery,168.0,1
6,Solid Gold Petite Micropave ,2025-08-01,185,jewelery,168.0,0
7,White Gold Plated Princess,2025-07-03,147,jewelery,9.99,1
7,White Gold Plated Princess,2025-07-04,139,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-05,130,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-06,128,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-07,121,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-08,115,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-09,115,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-10,172,jewelery,9.99,1
7,White Gold Plated Princess,2025-07-11,166,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-12,161,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-13,159,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-14,157,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-15,156,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-16,153,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-17,184,jewelery,9.99,1
7,White Gold Plated Princess,2025-07-18,182,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-19,175,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-20,166,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-21,158,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-22,151,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-23,141,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-24,216,jewelery,9.99,1
7,White Gold Plated Princess,2025-07-25,216,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-26,209,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-27,208,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-28,207,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-29,204,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-30,200,jewelery,9.99,0
7,White Gold Plated Princess,2025-07-31,225,jewelery,9.99,1
7,White Gold Plated Princess,2025-08-01,224,jewelery,9.99,0
8,Pierced Owl Rose Gold Plated Stainless Steel Double,2025-07-03,126,jewelery,10.99,1
8,Pierced Owl Rose Gold Plated Stainless Steel Double,2025-07-04,125,jewelery,10.99,0
8,Pierced Owl Rose Gold Plated Stainless Steel Double,2025-07-05,123,jewelery,10.99,0
8,Pierced Owl Rose Gold Plated Stainless Steel Double,2025-07-06,123,jewelery,10.99,0
8,Pierced Owl Rose Gold Plated Stainless Steel Double,2025-07-07,121,jewelery,10.99,0
8,Pierced Owl Rose Gold Plated Stainless Steel Double,2025-07-08,120,jewelery,10.99,0
8,Pierced Owl Rose Gold Plated Stainless Steel Double,2025-07-09,120,jewelery,10.99,0
8,Pierced Owl Rose Gold Plated Stainless Steel Double,2025-07-10,198,jewelery,10.99,1
8,Pierced Owl Rose Gold Plated Stainless Steel Double,2025-07-11,198,jewelery,10.99,0
8,Pierced Owl Rose Gold Plated Stainless Steel Double,2025-07-12,196,jewelery,10.99,0
8,Pierced Owl Rose Gold Plated Stainless Steel Double,2025-07-13,196,jewelery,10.99,0
8,Pierced Owl Rose Gold Plated Stainless Steel Double,2025-07-14,196,jewelery,10.99,0
8,Pierced Owl Rose Gold Plated Stainless Steel Double,2025-07-15,194,jewelery,10.99,0
8,Pierced Owl Rose Gold Plated Stainless Steel Double,2025-07-16,192,jewelery,10.99,0
8,Pierced Owl Rose Gold Plated Stainless Steel Double,2025-07-17,223,jewelery,10.99,1
